,0
1.1294033576855962,0.0
3.2105544530226204,2.21212121212121
1.9063269460721206,4.42424242424242
2.461698818871085,6.63636363636364
4.6487520480025655,8.84848484848485
8.638480218352363,11.060606060606101
5.199795890140315,13.272727272727302
5.450147566808108,15.484848484848499
5.745816234467539,17.6969696969697
5.429655064882643,19.9090909090909
6.317502077469957,22.1212121212121
4.875855976042997,24.3333333333333
10.790162616636948,26.5454545454545
9.080957187909787,28.757575757575804
8.341824343982367,30.969696969696997
13.787895062914156,33.1818181818182
14.76494960358967,35.3939393939394
8.66593220118732,37.6060606060606
22.535885776701544,39.8181818181818
9.584687102273236,42.030303030303
17.50274383655628,44.2424242424242
12.45390168681533,46.454545454545496
12.875229177046988,48.6666666666667
14.817575779349763,50.8787878787879
13.903513405911399,53.0909090909091
15.04796760049074,55.3030303030303
13.700907007433036,57.5151515151515
16.453266730415,59.7272727272727
13.841238968132101,61.9393939393939
20.45242398226833,64.1515151515151
17.1425503517628,66.3636363636364
12.41768591449754,68.57575757575759
23.280028411017433,70.7878787878788
19.42748161465624,73.0
15.853446877532338,75.2121212121212
23.726375932701238,77.42424242424241
25.800541080822626,79.6363636363636
21.862486005044996,81.84848484848479
32.861627377566414,84.060606060606
24.46970445494588,86.2727272727273
19.959401379418793,88.4848484848485
29.127603173065772,90.6969696969697
29.220661814792546,92.9090909090909
22.507477022945068,95.1212121212121
21.863601486517066,97.3333333333333
21.737419204765402,99.5454545454545
27.54296879010948,101.757575757576
26.423707243574583,103.969696969697
18.059646423785512,106.181818181818
27.745143277864138,108.393939393939
31.428375175287794,110.606060606061
36.006403726082254,112.818181818182
28.07814514465889,115.030303030303
25.240113485019805,117.242424242424
31.694645670087596,119.454545454545
36.01101065486434,121.666666666667
42.63391436825129,123.87878787878799
30.957969091476546,126.09090909090901
30.593667267220457,128.30303030303003
40.410769116674985,130.51515151515198
45.127273246992345,132.727272727273
31.675412502219395,134.939393939394
37.93248749680955,137.151515151515
36.82877178792235,139.363636363636
28.814745371427772,141.575757575758
38.94664326782575,143.787878787879
50.90932594359905,146.0
54.070113362275045,148.212121212121
46.89942772678478,150.424242424242
26.899635854241875,152.636363636364
22.67759378506497,154.848484848485
50.72002192110229,157.060606060606
48.47094652619853,159.272727272727
70.2535213075576,161.48484848484802
35.99628082318486,163.69696969696997
46.55576265335618,165.909090909091
37.19491998644321,168.121212121212
35.20131275753887,170.333333333333
50.95711436541902,172.54545454545502
46.36738192042589,174.75757575757598
32.81814082969652,176.969696969697
74.87957828714319,179.18181818181802
61.075467031326,181.393939393939
37.140504994461004,183.606060606061
58.8514620996746,185.81818181818198
56.566034475675664,188.030303030303
52.929641093524396,190.24242424242402
44.31504291716946,192.45454545454498
45.270122013333065,194.666666666667
52.82133039578721,196.878787878788
47.43487750610015,199.090909090909
39.08728399903214,201.30303030303003
43.08000417616084,203.515151515152
54.34436817035175,205.72727272727298
58.791162430070806,207.939393939394
54.83597172709079,210.151515151515
55.94961528390555,212.363636363636
64.79111984038516,214.57575757575802
51.866010026948466,216.78787878787898
59.69890228745153,219.0
